domain,survivor_id,survivor_name,survivor_reason,loser_id,loser_name,loser_people
precisionadm.com,7492,Precision ADM,most people (3),68587,Precision ADM,1
precisionaviationgroup.com,49680,Precision Heliparts,most people (1),68066,"Precision Heliparts, INC",1
premierforge.com,36555,Premier Forge Group LLC,most people (1),68753,Premier Forge Group LLC,1
premiumwaters.com,10288,Premium Waters Inc.,most people (2),66124,Premium Waters Inc.,1
prescientedge.com,36556,Prescient Edge,has Company Research,68551,Prescient Edge,1
pridemobility.com,31753,Pride Mobility Products Corp.,has Company Research,50685,Pride Mobility Products Corporation,1
procore.com,16482,Procore Technologies,most people (1),17750,Procore Technologies,1
procore.com,16482,Procore Technologies,most people (1),18388,Procore Technologies,1
profabmobilewelding.com,9111,Profab Mobile Welding,most people (1),66804,profab mobile welding llc,1
progeny.net,4955,Progeny Systems,has Company Research,53044,Progeny Systems Corporation,4
proponent.com,14027,Proponent,most people (12),15943,Proponent,1
proserv.com,69171,Proserv Co,most people (4),47332,Proserv Co,2
proserv.com,69171,Proserv Co,most people (4),68852,Proserv,1
proterra.com,12141,Proterra,most people (22),67233,Proterra,8
pryer.aero,30433,Pryer,most people (1),56956,Pryer Aerospace,1
psemc.com,28321,psemc.com,has Company Research,24600,Pacific Scientific Energetic Materials Company,27
psemc.com,28321,psemc.com,has Company Research,67225,PacSci EMC,3
psemc.com,28321,psemc.com,has Company Research,68760,Pacific Scientific Energetic Materials Company,1
psgdover.com,18714,PSG Dover,most people (32),67488,"PSG, a Dover company",11
ptrco.com,67084,PTR,most people (3),65328,PTR Baler and Compactor Company,1
pursuitaero.com,49710,Pursuit Aerospace,has Company Research,32977,Paradigm Precision,15
pursuitaero.com,49710,Pursuit Aerospace,has Company Research,68799,Pursuit Aerospace,1
qcells.com,55884,Qcells North America,most people (7),56107,Qcells USA Corp.,3
qdusa.com,11907,Quantum Design Inc,most people (6),66781,Quantum Design Inc,1
qdusa.com,11907,Quantum Design Inc,most people (6),67093,Quantum Design,1
qinetiq.com,4192,QinetiQ Group,has Company Research,51135,QinetiQ,2
qinetiq.com,4192,QinetiQ Group,has Company Research,58378,QinetiQ,2
qinetiq.com,4192,QinetiQ Group,has Company Research,67389,QinetiQ,2
qorvo.com,50790,"Qorvo, Inc.",most people (2),51350,"TriQuint Semiconductor (now Qorvo, )",2
qorvo.com,50790,"Qorvo, Inc.",most people (2),67447,"Qorvo, Inc.",1
qualitel.com,13266,QUALITEL CORPORATION,most people (2),24346,Qualitel Corp.,1
qualitymd.com,11822,qmd-inc,most people (1),68129,"Quality Machining & Design, Inc",1
quantumscape.com,2675,quantum scape,most people (4),66497,QuantumScape,1
quantumscape.com,2675,quantum scape,most people (4),67298,QuantumScape,3
quidelortho.com,69107,QuidelOrtho,most people (87),51284,QuidelOrtho,3
quidelortho.com,69107,QuidelOrtho,most people (87),66902,QuidelOrtho,22
quidelortho.com,69107,QuidelOrtho,most people (87),69213,QuidelOrtho,1
quidelortho.com,69107,QuidelOrtho,most people (87),69214,QuidelOrtho,1
quidelortho.com,69107,QuidelOrtho,most people (87),69215,QuidelOrtho,1
quidelortho.com,69107,QuidelOrtho,most people (87),69216,QuidelOrtho,7
quietprofessionalsllc.com,33538,"Quiet Professionals, LLC",has Company Research,63986,"Quiet Professionals, LLC",1
radiancetech.com,11319,Radiance Technologies,has Company Research,67279,Radiance Technologies,5
rbcbearings.com,68686,RBC TRANSPORT DYNAMICS,has Company Research,13694,RBC Bearings,22
rbmachineco.com,8795,R.B. Machine,most people (1),21471,"R.B. Machine Company, Inc.",1
rdoequipment.com,5681,RDO Equipment,most people (2),18946,RDO Equipment Co.,1
rdoequipment.com,5681,RDO Equipment,most people (2),19032,RDO Equipment Co.,1
rebuildmanufacturing.com,38319,Re:Build Manufacturing,most people (1),67502,Re:Build Manufacturing,1
recurrentenergy.com,34597,Recurrent Energy,has Company Research,67244,Recurrent Energy,4
regaltechnology.com,53018,Regal Technology Partners,has Company Research,1192,Regal Technology,2
relativityspace.com,12165,Relativity Space,has Company Research,69287,Relativity Space,2
rell.com,67177,Richardson Electronics,most people (7),34478,"Richardson Electronics, Ltd.",2
remecbroadband.com,11699,REMEC Broadband,most people (2),68584,Remec Broadband,1
renkus-heinz.com,7553,Renkus-Heinz,most people (3),66611,"Renkus-Heinz, Inc.",1
rentoncoilspring.com,13206,Renton Coil Spring,most people (3),66768,Renton Coil Spring,1
resideo.com,62729,Resideo,most people (8),7859,"Resideo Technologies, Inc",1
resmed.com,68847,ResMed,most people (29),10167,ResMed,25
retechsystemsllc.com,68922,RETECH a SECO/WARWICK Company,most people (8),36794,Retech Systems,6
revgroup.com,7555,Collins Bus,most people (1),67789,REV Ambulance Group Orlando,1
rexnord.com,3248,Rexnord,most people (15),67369,Rexnord Holdings,5
rheinmetall.com,36030,Rheinmetall AG,has Company Research,67332,Rheinmetall,1
rheinmetall.com,36030,Rheinmetall AG,has Company Research,68566,Rheinmetall AG,2
rhinestahl.com,67107,Rhinestahl,most people (5),36584,Rhinestahl Customer Tooling Solutions,4
rhinestahl.com,67107,Rhinestahl,most people (5),65558,Rhinestahl Corporation,1
ridefox.com,14033,Fox,most people (6),20157,Fox Factory,2
robertshaw.com,67395,Robertshaw,most people (5),33093,Robertshaw,4
rocketreach.co,23015,RocketReach,most people (1),66488,RocketReach,1
rocketreach.co,23015,RocketReach,most people (1),67586,RocketReach,1
rockfordfosgate.com,7404,Rockford Fosgate,most people (1),56108,Rockford Corporation,1
rockwellcollins.com,16746,Rockwell Collins,most people (21),65957,Rockwell Collins,2
rodem.com,6201,Rodem Inc,most people (1),19563,Rodem - Smart Sanitary Processes,1
rohde-schwarz.com,5516,ROHDE&SCHWARZ,most people (4),26155,Rohde & Schwarz,1
rolls-royce.com,11489,Rolls-Royce,has Company Research,66324,Rolls-Royce,1
romac.com,9823,ROMAC INDUSTRIES,most people (5),67214,Romac Industries,1
rosebatteries.com,2679,Rose Batteries,most people (2),16769,Rose Batteries,1
rotatingmachinery.com,8503,Rotating Machinery Services Inc,most people (16),21177,"Rotating Machinery Services, Inc.",1
rotorclip.com,7944,Rotor Clip,most people (4),68225,"Rotor Clip Co., Inc.        Nj",1
royalcupcoffee.com,34949,"Royal Cup, Inc.",most people (1),51449,"Royal Cup, Inc.",1
rpm-psi.com,11870,RPM-PSI,has Company Research,66787,RPM-PSI INC,1
sageparts.com,36599,Sage Parts,most people (9),67172,Sage Parts Plus,4
saic.com,50919,Engility Corporation,most people (3),1961,Science Applications International,1
saildrone.com,28522,saildrone.com,has Company Research,27342,Saildrone,5
sakuraus.com,11796,"Sakura Finetek USA, Inc.",most people (2),51292,Sakura Finetek USA,1
salmpartners.com,1012,"Salm Partners, LLC",most people (1),66116,"Salm Partners, LLC",1
samsung.com,11518,SAMSUNG,most people (1),51354,Samsung Electronics,1
samsung.com,11518,SAMSUNG,most people (1),55901,Samsung Electronics America,1
samuel.com,14077,"Samuel, Son & Co.",most people (75),68728,"Samuel, Son & Co",2
sanbornchevrolet.com,5487,Sanborn Chevrolet,most people (1),26127,"Sanborn Chevrolet, Inc.",1
sapatransmission.com,38273,"SAPA Transmission, Inc.",has Company Research,67055,SAPA Transmission,2
sargentaerospace.com,67162,Sargent Aerospace & Defense,has Company Research,13729,Sargent Aerospace & Defense,23
saronic.com,67081,Saronic,has Company Research,52892,Saronic,3
saronic.com,67081,Saronic,has Company Research,62551,Saronic Technologies,3
saronic.com,67081,Saronic,has Company Research,69132,Saronic Technologies,5
sartorius.com,1647,Sartorius,most people (5),68571,Sartorius,3
savagearms.com,69341,Savage Arms,most people (4),64154,Savage Arms Inc.,1
sbenergy.com,34561,SB Energy,most people (5),67070,SB Energy,1
scaled.com,62616,"Scaled Composites, LLC",has Company Research,188,Scaled Composites LLC,4
sccy.com,21207,SCCY Firearms,most people (1),69335,SCCY Firearms,0
schaeffler.us,4753,Schaeffler,most people (2),18079,Schaeffler Group USA,2
scholtensequipment.com,18553,Scholtens Equipment,most people (1),26121,Scholtens Equipment,1
sciex.com,2962,SCIEX,has Company Research,67457,SCIEX,2
sciton.com,12447,Sciton Inc,most people (7),64100,SCITON,1
sciton.com,12447,Sciton Inc,most people (7),66711,Sciton Inc,1
scotforge.com,14252,Scot Forge,most people (121),66213,Scot Forge,3
seakr.com,32783,"SEAKR Engineering, LLC",has Company Research,51500,SEAKR,2
seakr.com,32783,"SEAKR Engineering, LLC",has Company Research,53090,SEAKR,1
seakr.com,32783,"SEAKR Engineering, LLC",has Company Research,67243,SEAKR Engineering,5
seasons4.net,30572,Seasons 4,most people (1),66572,Seasons 4 Inc,1
seaspan.com,4620,Seaspan,most people (10),66524,Vancouver Shipyards,2
sechan.com,36606,"Sechan Electronics, Inc.",has Company Research,50827,"Sechan Electronics, Inc.",2
seepex.com,24559,SEEPEX,most people (2),6069,Ingersoll Rand Inc.,1
segue-mfg.com,27676,"Segue Manufacturing Services | ElectroMech, Cable & Harness, PCBA | Made-in-USA & China Solutions",most people (1),67838,"Segue Manufacturing Services | ElectroMech, Cable & Harness, PCBA | USA, Mexico & China Solutions",1
seniorplc.com,20214,Senior,most people (2),65459,Senior Aerospace AMT/Damar Aerosystems,1
seniorssp.com,12054,Senior Aerospace SSP,most people (10),67303,Senior Aerospace SSP,1
sensata.com,12272,Sensata Technologies,has Company Research,68820,Sensata Technologies,3
server-products.com,6219,Server Products,most people (1),67522,Server Products,1
servotronics.com,50812,"Servotronics, Inc.",has Company Research,33562,"Servotronics, Inc.",1
servotronics.com,50812,"Servotronics, Inc.",has Company Research,67169,Servotronics,2
sgb-smit.com,62931,SGB-SMIT Group,most people (1),63272,Starkstrom Geratebau GmbH,1
sgb-smit.com,62931,SGB-SMIT Group,most people (1),63496,SGB-SMIT Group,1
shadowsystemscorp.com,21339,Shadow Systems,most people (1),69310,Shadow Systems,1
shakermaker.com,5307,Orchard Machinery,most people (3),26138,Orchard Machinery Corporation,1
shilohrifle.com,21289,Shiloh Rifle Mfg,most people (1),69308,Shiloh Arms Inc,0
shoals.com,34600,Shoals Technologies Group,most people (1),66816,Shoals Technologies Group,1
shockerhitch.com,12830,Shocker Hitch,most people (1),23735,Shocker Hitch Inc,1
sidusspace.com,48829,Sidus Space Inc,has Company Research,67139,Sidus Space,1
siemens-healthineers.com,7864,Siemens Healthineers,has Company Research,51404,Siemens Healthineers,1
siemens-healthineers.com,7864,Siemens Healthineers,has Company Research,68573,"Varian Medical Systems, Inc.",2
siemens.com,67321,Siemens,has Company Research,14121,Siemens - Smart Infrastructure,62
sierralobo.com,33567,"Sierra Lobo, Inc.",has Company Research,51680,"Sierra Lobo, Inc.",2
sierraspace.com,50815,Sierra Space,has Company Research,11305,Sierra Space Corporation,5
sierraspace.com,50815,Sierra Space,has Company Research,68558,Sierra Space,1
sigmaaldrich.com,1646,Sigma-Aldrich,most people (3),68582,Merck Life Science,2
signode.com,6344,Signode Industrial Group,most people (10),67368,Signode,9
siliconranch.com,69183,Silicon Ranch,most people (3),31361,Silicon Ranch,1
siliconranch.com,69183,Silicon Ranch,most people (3),64078,Silicon Ranch Corporation,1
simtechinc.com,53010,Simulation Technologies Inc. (SimTech),has Company Research,68075,"Simulation Technologies, Inc.",1
sis-inspection.net,24,Supplier Inspection Services,most people (1),65980,"Supplier Inspection Services, Inc.",1
skurka-aero.com,14091,Skurka Aerospace,most people (8),69072,Skurka Aerospace,2
skurka-aero.com,14091,Skurka Aerospace,most people (8),69153,Skurka Aerospace,1
slayerespresso.com,24244,SLAYER Espresso,most people (2),13241,Slayer Espresso,1
smckyems.com,29151,SMC Integration Solutions,most people (1),67142,SMC Manufacturing Services,1
smith-nephew.com,7879,Smith & Nephew LLC,most people (270),66896,Smith & Nephew plc,23
smithsdetection.com,25485,Smiths Detection,has Company Research,67448,Smiths Detection,1
smpcorp.com,67356,SMP,most people (13),1648,Standard Motor Products,6
sncorp.com,14154,Sierra Nevada Corporation,has Company Research,69221,Sierra Nevada Corporation,1
sncorp.com,14154,Sierra Nevada Corporation,has Company Research,69222,Sierra Nevada Corporation,1
sonictoolsusa.com,1206,Sonic Tools,most people (1),15416,Sonic Tools,1
sonnysdirect.com,35011,Sonny's Enterprises Inc. - Conveyorized Car Wash Equipment Leader,most people (3),51413,Sonny's Enterprises  - Conveyorized Car Wash Equipment Leader,1
southlantic.com,17733,"Southlantic Services, LLC",most people (2),14719,"Southlantic Services, LLC",1
southwestantennas.com,20385,Southwest Antennas,most people (2),7738,Southwest Antennas Inc,1
southwesternindustries.com,11883,Southwestern Industries,most people (2),50036,TRAK MACHINE TOOLS INC,1
spacex.com,14283,SpaceX,has Company Research,66345,space launch services,11
sparton.com,12266,Sparton,has Company Research,68547,Sparton,4
spartronics.com,67487,Spartronics,most people (2),23841,Spartronics,1
spectrolab.com,1633,Spectrolab,has Company Research,67208,Spectrolab,2
spectrumcontrol.com,66499,Spectrum Control,most people (1),68242,API Technologies Corp.,1
spectrumcontrols.com,13205,Spectrum Controls,has Company Research,67056,Spectrum Controls,2
spi-ind.com,11717,Sierra Pacific Industries,most people (3),20526,Sierra Pacific Industries,1
spintek.com,21902,"SpinTek Filtration, Inc.",most people (1),22041,"SpinTek Filtration, Inc.",1
spiralock.com,36637,Spiralock Corporation,has Company Research,68829,Spiralock Corporation,2
spiritaero.com,9412,Spirit Aerosystems,has Company Research,66330,Spirit AeroSystems,1
spx.com,29264,SPX,most people (7),64228,SPX Technologies,1
srcinc.com,69118,SRC Electronics,has Company Research,52975,SRC,1
srcinc.com,69118,SRC Electronics,has Company Research,68754,SRC,1
srnl.gov,47139,Savannah River National Laboratory,most people (2),66494,Savannah River National Laboratory,2
ssa-corp.com,13117,Service Steel Aerospace,most people (17),68838,Service Steel Aerospace,1
starkaerospace.com,33588,Stark Aerospace,has Company Research,67078,Stark Aerospace,5
stateseal.com,29100,State Seal,most people (3),56363,State Seal Company,1
staubli.com,38432,Stäubli Corporation,most people (11),67396,Stäubli,1
steinseal.com,53036,Stein Seal Company,has Company Research,32392,Stein Seal Company,3
stellartechresearch.com,56314,Stellarech Research,most people (1),56317,Stellartech Research Corp,1
stevensaerospace.com,62649,Stevens Aerospace and Defense Systems,has Company Research,36646,"Stevens Aerospace and Defense Systems, LLC.",2
stevensaerospace.com,62649,Stevens Aerospace and Defense Systems,has Company Research,67284,Stevens Aerospace,2
steveregan.com,5651,Steve Regan,most people (2),66746,Steve Regan,1
sti-tec.com,65442,STI-TEC,has Company Research,36629,"Solutions Through Innovative Technologies, Inc. (dba STI-TEC)",2
stirfoods.com,1071,"STIR Foods, LLC",most people (5),66180,"STIR Foods, LLC",1
strathconaresources.com,4687,Strathconaresources,most people (4),66531,Strathcona Resources Ltd.,1
stratolaunch.com,25711,Stratolaunch LLC,has Company Research,63181,Stratolaunch,5
stratolaunch.com,25711,Stratolaunch LLC,has Company Research,66505,Stratolaunch Systems Corp.,1
stratolaunch.com,25711,Stratolaunch LLC,has Company Research,67136,Stratolaunch,2
stryker.com,66346,Stryker Mako,has Company Research,10406,Stryker,973
stryker.com,66346,Stryker Mako,has Company Research,18994,Stryker,1
stryker.com,66346,Stryker Mako,has Company Research,66308,Stryker's Sustainability Solutions,2
stsaviationgroup.com,17636,STS Aviation Group,most people (6),62766,STS Aviation Services,3
sumitomodrive.com,6327,Sumitomo Machinery Corporation of America,most people (1),19676,Sumitomo Drive Technologies USA,1
suncor.com,4426,Suncor Energy,most people (17),17847,Syncrude Canada,1
suncor.com,4426,Suncor Energy,most people (17),17870,Suncor,3
sundyne.com,5161,Sundyne,most people (11),67226,Sundyne,7
sundyne.com,5161,Sundyne,most people (11),68553,Honeywell Sundyne,1
superiorthread.com,1878,Superior Thread Rolling,most people (5),68741,Superior Thread Rolling,1
supremefixture.com,6224,Supreme Fixture Co.,most people (1),19567,Supreme Fixture,1
surmodics.com,5626,Surmodics,most people (6),67152,Surmodics,1
swagelok.com,2727,Swagelok,most people (11),16807,Swagelok,2
swagelok.com,2727,Swagelok,most people (11),16977,Swagelok,2
swagelok.com,2727,Swagelok,most people (11),67410,Swagelok,2
syensqo.com,35031,CEM Defense Materials LLC,has Company Research,68856,CEM Defense Materials LLC,1
symbotic.com,68480,Symbotic,most people (26),15407,Symbotic,1
synagro.com,4247,synagro,most people (16),67247,Synagro Technologies,1
synergetic-us.com,13681,Synergetic Tech,has Company Research,68642,"Synergetic Technologies Group, Inc.",3
sysmex.com,2233,Sysmex,most people (1),50677,Sysmex America,1
tacticalelectronics.com,38941,Tactical Electronics,most people (2),68793,Tactical Electronics,1
tandemdiabetes.com,51425,Tandem Diabetes Care,most people (6),10122,Tandem Diabetes Care Inc.,1
taylor-company.com,6229,Taylor Company,most people (3),19602,Taylor Company,1
tcl.com,62607,TCL North America,most people (2),63586,TCL,1
tcpglobal.com,11978,TCP Global,most people (1),59949,TCP Global Corporation,1
teamhalo.us,26132,HALO SERVICES INC.,most people (2),5075,HALO SERVICES,1
technifab.com,32432,Technifab Products,most people (1),65609,Technifab Products,1
technifabinc.com,36665,"Technifab, Inc.",most people (2),67118,Technifab,1
tek.com,5517,TEKTRONIX,most people (11),67011,Keithley Instruments (A Tektronix Company),7
teledyne.com,561,Teledyne Defense Electronics,has Company Research,67331,Teledyne Technologies,32
tenneco.com,237,"Tenneco, Inc.",most people (2),50748,Tenneco,1
tenneco.com,237,"Tenneco, Inc.",most people (2),50780,Federal-Mogul Powertrain,2
terex.com,13325,Terex Corporation,most people (3),24550,Terex Equipment Private Limited,2
terranorbital.com,31208,Terran Orbital (Part of LMCO),has Company Research,67274,Terran Orbital,1
terranorbital.com,31208,Terran Orbital (Part of LMCO),has Company Research,69367,Terran Orbital Corporation,6
terrauniversal.com,66957,Terra Universal,most people (4),65945,"Terra Universal, Inc.",1
tescocontrols.com,35874,Tesco Controls,most people (6),67163,Tesco Controls,5
texasrefinery.ca,4490,Texasrefinery,most people (1),17893,Texas Refinery Corp of Canada,1
textron.com,67971,Textron,has Company Research,7651,Textron Inc.,19
textronaviation.com,32782,Textron Aviation,has Company Research,66591,Textron Aviation,1
textronaviation.com,32782,Textron Aviation,has Company Research,67422,Textron Aviation,3
thalesdsi.com,67160,Thales Defense & Security,has Company Research,17788,Thales Defense & Security,7
thalesdsi.com,67160,Thales Defense & Security,has Company Research,23679,"Thales DIS USA, Inc. - Pasadena",12
thalesgroup.com,69112,Thales,has Company Research,14167,Thales,34
thalesgroup.com,69112,Thales,has Company Research,60180,Thales - Irvine,22
thegillcorp.com,1899,The Gill,most people (7),63596,the Gill Corporation,1
theon.com,63004,THEON INTERNATIONAL,has Company Research,38396,THEON SENSORS S.A.,1
theorg.com,23821,The Org,most people (1),67633,The Org,1
theouai.com,63873,OUAI,most people (2),67035,Ouai,2
theperducogroup.com,36677,The Perduco Group,has Company Research,68725,"KBR, Inc.",1
thermofisher.com,11244,Thermo Fisher Scientific Inc,most people (345),68550,Thermo Fisher Scientific Inc,3
thinkom.com,13773,ThinKom Solutions,most people (17),67117,ThinKom Solutions,2
thinksurgical.com,13601,THINK Surgical,most people (11),67140,THINK Surgical,1
thomas-global.com,15843,Thomas Global Systems,has Company Research,1756,Thomas,1
thomasnet.com,23037,Thomas,most people (1),66269,Thomas,1
thrustmaster.net,19965,Thrustmaster of Texas,has Company Research,66678,Thrustmaster of Texas,1
thtbc.com,33617,Tlingit Haida Tribal Business Corporation,has Company Research,52933,Tlingit Haida Tribal Business Corporation,1
thyssenkrupp-materials-na.com,68956,THYSSENKRUPP MATERIALS NA,most people (44),11661,ThyssenKrupp Materials NA,8
thyssenkrupp.com,68917,thyssenkrupp,most people (67),14119,THYSSENKRUPP,4
timet.com,68962,TIMET CASTINGS,most people (27),68049,TIMET,4
titanium.com,68966,TITANIUM INDUSTRIES,most people (10),68598,Titanium Industries,1
titanpeq.com,30505,Titan Production Equipment,most people (1),69175,Titan Production Equipment,1
topconhealthcare.com,66978,Topcon Healthcare,most people (2),68763,Topcon Healthcare,1
topconpositioning.com,69274,Topcon Positioning Systems,most people (31),66847,Topcon Positioning Systems,9
torchtechnologies.com,51681,"Torch Technologies, Inc.",has Company Research,33616,"Torch Technologies, Inc.",1
total-water.com,4161,Total Water,most people (8),17461,Total Water Treatment Systems Inc.,4
totexmfg.com,17053,Totex Manufacturing Inc,most people (1),50033,TOTEX MANUFACTURING INC,1
toyodagosei.com,1631,Toyoda Gosei Americas,most people (25),65928,Toyoda Gosei Americas,1
toyon.com,11889,Toyon Research Corporation,has Company Research,67159,Toyon Research,1
toyota-boshoku.com,51744,Toyota Boshoku America,most people (1),51813,Toyota Boshoku Corp,1
toyota.com,50687,Toyota North America,most people (7),3218,Toyota Motor Manufacturing Mississippi,2
tractel.com,67462,Tractel,most people (5),511,Tractel,1
tracxn.com,18231,Tracxn,most people (1),67446,Tracxn,1
tranetechnologies.com,19929,Trane Technologies,most people (6),66414,Trane Technologies,2
translink.ca,66476,TransLink,most people (18),69113,TransLink,8
traxintl.com,29080,Trax International,has Company Research,51319,TRAX International Corporation,3
trelleborg.com,66510,Trelleborg Group,most people (2),18249,Trelleborg Group,1
trilliumeng.com,53002,Trillium Engineering,has Company Research,12718,TRILLIUM ENGINEERING LLC,5
trimas.com,31228,TriMas,most people (1),64192,TriMas Corporation,1
triumphgroup.com,13947,Triumph Group,has Company Research,50916,TRIUMPH,2
troemner.com,2771,TROEMNER,most people (1),68834,"Troemner, LLC",1
tronair.com,13515,Tronair,most people (6),67176,Tronair,3
tronair.com,13515,Tronair,most people (6),68733,Tronair Inc.,1
troxlerlabs.com,3247,Troxler Electronic Labratories,most people (4),16874,"Troxler Electronic Laboratories, Inc.",1
troxlerlabs.com,3247,Troxler Electronic Labratories,most people (4),67574,"Troxler Electronic Laboratories, Inc.",1
truemfg.com,26994,True Manufacturing Co.,most people (2),66323,True Manufacturing Co.,1
trusimulation.com,51659,TRU Simulation,has Company Research,31709,TRU Simulation + Training,2
tsi.com,3055,TSI,has Company Research,67253,TSI,7
tubeservice.com,68928,Tube Service Company,most people (2),64434,Tube Service Company,1
turbocam.com,19967,TURBOCAM International,has Company Research,6648,Turbocam International,2
tuthill.com,68914,Tuthill Corporation,has Company Research,31109,Tuthill,4
twmetals.com,69027,TW METALS,most people (35),13983,"TW Metals,",9
txtav.com,67338,Textron Aviation,has Company Research,49708,Textron Aviation Defense,3
tyonek.com,30905,Tyonek Native,has Company Research,51461,Tyonek Native Corp,2
uempistons.com,18371,UEM Pistons (United Engine & Machine Co.),most people (3),50890,UEM Pistons (United Engine & Machine Co.),1
uic.com,3202,Universal Instruments,most people (4),68064,Universal Instruments Corporation,1
ultra.group,50934,Ultra Electronics Group,has Company Research,8645,Ultra Electronics,1
ultra.group,50934,Ultra Electronics Group,has Company Research,21342,Ultra Group,2
ultraclearlaser.com,56286,UltraClear,most people (2),67018,Acclaro Medical,1
ultramc.com,5636,UMC,most people (1),19006,Ultra Machining Company (UMC),1
unical.com,9924,Unical MRO Inc,most people (7),52918,Unical Aviation,2
unicorntire.com,103,Unicorn Tire,most people (1),66169,Unicorn Tire Corp,1
unifiservice.com,33632,DGS,has Company Research,62543,Unifi,1
universalavionics.com,49119,Universal Avionics,has Company Research,67153,Universal Avionics,2
ursamajor.com,53499,Ursa Major Technologies Inc,most people (1),67199,Ursa Major Technologies,1
urschel.com,6128,Urschel Laboratories,most people (1),67496,Urschel,1
usbottlers.com,6197,US Bottlers Machinery,most people (1),67835,U.S. Bottlers Machinery Company,1
uscargosystems.com,36705,US Cargo Systems,has Company Research,69155,U.S. Cargo Systems,1
usnc.com,13394,USNC-Tech,most people (5),65998,Ultra Safe Nuclear,2
usnr.com,19977,USNR,most people (5),6658,"USNR, LLC",2
usord.com,12473,US Ordnance,most people (4),53003,U.S. Ordnance,1
uspipe.com,68963,US Pipe and Foundry Co,most people (3),68653,U.S. Pipe,1
utilitytristate.com,6860,Utility Tri-State,most people (1),66784,Utility Tri-State,1
vacco.com,27296,VACCO Industries,has Company Research,66578,VACCO Industries,5
vacco.com,27296,VACCO Industries,has Company Research,66979,VACCO,8
vacco.com,27296,VACCO Industries,has Company Research,69232,VACCO Industries,1
valaratomics.com,69048,Valar Atomics,has Company Research,47282,Valar Atomics,3
valcor.com,31711,Valcor,most people (16),51695,Valcor Engineering Corporation,3
valin.com,63711,Valin Corporation,most people (3),11879,Valin,2
valveresearch.com,33652,Valve Research & Mfg Co,has Company Research,52925,Valve Research & Mfg,1
vansaircraft.com,1143,Van's Aircraft,has Company Research,67032,Van's Aircraft,2
vantor.com,150,Lanteris Space Systems,has Company Research,69359,Vantor,27
varda.com,7707,Varda Space Industries,has Company Research,66959,Varda,3
vastspace.com,8856,Vast Space,has Company Research,67264,Vast,4
vaupell.com,29082,Vaupell,most people (12),27838,vaupell.com,3
vdm-metals.com,23516,VDM Metals Group,most people (2),11649,VDM Metals Group,1
vega.com,1677,VEGA,most people (2),64098,VEGA Level and Pressure,1
veolianorthamerica.com,17692,Veolia | North America,most people (1),22303,Veolia North America,1
verallia.com,63287,Verallia,most people (1),63298,Verallia Deutschland AG,1
verallia.com,63287,Verallia,most people (1),63654,Verallia,1
verallia.com,63287,Verallia,most people (1),63668,Verallia,1
veridiam.com,6674,Veridiam,most people (6),67085,Veridiam,2
veridiam.com,6674,Veridiam,most people (6),68563,Veridiam,2
veridiam.com,6674,Veridiam,most people (6),69135,Veridiam,1
versar.com,51318,Versar Global Solutions,has Company Research,62611,Versar Global Solutions,1
vertiv.com,69114,Vertiv,most people (25),68510,Vertiv,17
viasat.com,31011,Viasat,has Company Research,68736,Viasat,1
viasat.com,31011,Viasat,has Company Research,69088,Viasat,23
vigor.net,11460,Vigor Industrial LLC,has Company Research,66960,Vigor,6
vigor.net,11460,Vigor Industrial LLC,has Company Research,66998,Vigor Marine Group,7
vipernorthwest.com,12704,Viper Northwest,most people (5),68743,Precinmac,1
virgingalactic.com,28611,virgingalactic.com,has Company Research,14023,Virgin Galactic,38
visteon.com,1629,visteon,most people (4),62548,Visteon Corporation,1
voestalpine.com,33659,voestalpine RFC Aerospace,has Company Research,62790,voestalpine,3
volvocars.com,62983,Volvo Cars,most people (1),63028,Volvo Cars,1
votaw.com,12018,Votaw,has Company Research,68548,Votaw precision,2
voyagertechnologies.com,66933,Voyager,has Company Research,21440,Voyager Technologies,1
vpitechnology.com,12373,VPI Technology,most people (3),23789,"VPI Technology, a division of Ludlum Measurements, Inc.",1
vseaviation.com,49627,VSE Aviation (AZ),has Company Research,51304,VSE Aviation (KS),2
vseaviation.com,49627,VSE Aviation (AZ),has Company Research,51305,VSE Aviation (CA),1
vseaviation.com,49627,VSE Aviation (AZ),has Company Research,51306,VSE Aviation (KY),2
vseaviation.com,49627,VSE Aviation (AZ),has Company Research,65169,VSE Aviation,7
vseaviation.com,49627,VSE Aviation (AZ),has Company Research,67265,VSE Aviation,3
vtgdefense.com,51321,VT Group (VTG),has Company Research,29027,VTG,1
vts-i.com,51338,Voyager Technologies,has Company Research,26893,IQ Technology Solutions,1
wacom.com,56102,Wacom Technology Corp.,most people (1),64092,Wacom Technology Corp.,1
warn.com,67181,Warn Industries,most people (10),13348,Warn Industries,5
warn.com,67181,Warn Industries,most people (10),24562,Warn Industries,1
wartsila.com,36065,Wärtsilä,most people (1),62911,Wärtsilä,1
wasatchtool.com,8826,"Wasatch Tool & Die,Inc.",most people (1),21516,Wasatch Tool & Die,1
wastequip.com,19601,Wastequip,most people (1),66170,waste reduction equipment,1
watertechnologies.com,10234,Veolia Water Technologies & Solutions,most people (1),67428,Veolia Water Technologies & Solutions,1
watlow.com,14239,Watlow,most people (5),67458,Watlow,1
weatherby.com,69337,Weatherby,most people (2),21579,Weatherby Inc.,1
weatherford.com,4510,Weatherford International,most people (3),17542,Weatherford,1
